==29267== NVPROF is profiling process 29267, command: ./nn_setup --benchmark -numdevices=1 -i=1
==29267== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
4.61824s  7.2320us              (2 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [31856]
4.61828s  28.704us            (16 16 1)         (8 8 1)        50  2.3040KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [31874]
4.61833s  3.2000us            (512 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [31887]
4.61836s  7.2000us              (2 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [31897]
4.61839s  32.289us            (16 16 1)         (8 8 1)        50  2.3040KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [31915]
4.63046s  2.1760us                    -               -         -         -         -  12.288KB  5.6471GB/s  Graphics Device         1         7  [CUDA memcpy HtoD]
4.63089s  263.46us           (1025 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [31929]
4.63115s  10.448ms           (8192 2 1)        (8 32 1)       116  10.496KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [31947]
4.64216s  54.913us            (384 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [31960]
4.64223s  1.6484ms           (32 1 512)       (256 1 1)        32        0B  4.0960KB         -           -  Graphics Device         1         7  void cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>(cudnnTensorStruct, float const *, cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>, cudnnTensorStruct*, cudnnPoolingStruct, float, cudnnPoolingStruct, int, cudnn::reduced_divisor, float) [31973]
4.64388s  69.120us            (257 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [31983]
4.64395s  2.5900ms           (2048 2 1)        (8 32 1)       116  10.496KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [32001]
4.64677s  12.960us            (192 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [32014]
4.64681s  130.50us            (4 1 512)       (256 1 1)        32        0B  4.0960KB         -           -  Graphics Device         1         7  void cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>(cudnnTensorStruct, float const *, cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>, cudnnTensorStruct*, cudnnPoolingStruct, float, cudnnPoolingStruct, int, cudnn::reduced_divisor, float) [32027]
4.64708s  19.456us             (65 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [32037]
4.64718s  682.85us            (512 2 1)        (8 32 1)       116  10.496KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [32055]
4.64807s  5.8560us            (192 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [32068]
4.64811s  14.368us            (1 1 256)       (128 1 2)        32        0B  4.0960KB         -           -  Graphics Device         1         7  void cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>(cudnnTensorStruct, float const *, cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>, cudnnTensorStruct*, cudnnPoolingStruct, float, cudnnPoolingStruct, int, cudnn::reduced_divisor, float) [32081]
4.64818s  26.240us              (2 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [32091]
4.64828s  34.689us            (16 16 1)         (8 8 1)        50  2.3040KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [32109]
4.64837s  3.1360us            (512 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [32122]
4.64844s  7.2640us              (2 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [32132]
4.64854s  28.448us            (16 16 1)         (8 8 1)        50  2.3040KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [32150]
4.64863s  3.1360us            (512 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [32163]
4.64869s  7.2000us              (2 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [32173]
4.64877s  32.384us            (16 16 1)         (8 8 1)        50  2.3040KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=128, int=5, int=5, int=3, int=3, int=3, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [32191]
4.64891s  2.2400us                    -               -         -         -         -  12.288KB  5.4857GB/s  Graphics Device         1         7  [CUDA memcpy HtoD]
4.64923s  264.38us           (1025 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [32205]
4.64950s  10.460ms           (8192 2 1)        (8 32 1)       116  10.496KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [32223]
4.66020s  54.240us            (384 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [32236]
4.66026s  1.6473ms           (32 1 512)       (256 1 1)        32        0B  4.0960KB         -           -  Graphics Device         1         7  void cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>(cudnnTensorStruct, float const *, cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>, cudnnTensorStruct*, cudnnPoolingStruct, float, cudnnPoolingStruct, int, cudnn::reduced_divisor, float) [32249]
4.66191s  68.608us            (257 1 1)       (512 1 1)        27        0B        0B         -           -  Graphics Device         1         7  void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, float*, int) [32259]
4.66199s  2.5848ms           (2048 2 1)        (8 32 1)       116  10.496KB        0B         -           -  Graphics Device         1         7  void cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::explicit_convolve_sgemm<float, int, int=512, int=6, int=8, int=3, int=3, int=5, int=0, bool=1>*, kernel_conv_params, int, int, float, float) [32277]
4.66476s  12.768us            (192 1 1)       (128 1 1)        19        0B        0B         -           -  Graphics Device         1         7  void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::relu_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int) [32290]
4.66480s  129.28us            (4 1 512)       (256 1 1)        32        0B  4.0960KB         -           -  Graphics Device         1         7  void cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>(cudnnTensorStruct, float const *, cudnn::detail::pooling_fw_4d_kernel<float, float, cudnn::detail::maxpooling_func<float>, int=0>, cudnnTensorStruct*, cudnnPoolingStruct, float, cudnnPoolingStruct, int, cudnn::reduced_divisor, float) [32303]
